price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"NGN15,000,000",16 Units of 3-Bedroom Apartments+ BQ- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/16-units-of-3-bedroom-apartments-bq-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",Commercial Space Studio Office Space Measuring 120sqm in Victoria Island,Victoria Island,commercial,rent,Commercial Space,,,admin-cw,5 months ago,https://cwlagos.com/property/commercial-space-studio-office-space-measuring-120sqm-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN28,000,000",3-Bedroom Apartment+BQ in Victoria Island,Victoria Island,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartmentbq-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$145000,Luxury High-Rise Apartments in Victoria Island,Victoria Island,Sale,sale,Apartment,1.0,1.0,admin-cw,2 months ago,https://cwlagos.com/property/luxury-high-rise-apartments-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,
$450000,Luxury High-Rise Apartments in Victoria Island,Victoria Island,Sale,sale,Apartment,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/luxury-high-rise-apartments-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",3-Bedroom Apartment in Victoria Island,Victoria Island,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3-Bed Terrace Duplex+BQ in Victoria Island,Victoria Island,commercial,rent,Terraced,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bed-terrace-duplexbq-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",5-Bed Detached House for in Victoria Island,Victoria Island,Rent,rent,Detached,5.0,5.0,admin-cw,2 months ago,https://cwlagos.com/property/5-bed-detached-house-for-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN450,000,000",2-Bedroom Apartment – Victoria Island,Victoria Island,Sale,sale,Apartment,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",2-Bedroom Apartment in Oniru,Victoria Island,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",50sqm Office Space/Showroom in Victoria Island,Victoria Island,commercial,Orange,Commercial Space,,,admin-cw,5 months ago,https://cwlagos.com/property/50sqm-office-space-showroom-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000",3-Bedroom Apartment+BQ in Victoria Island,Victoria Island,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartmentbq-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN85,000,000",5-BEDROOM SEMI-DETACHED HOUSE+BQ IN VI,Victoria Island,Rent,rent,Semi Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-housebq-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN11,000,000",Ground Floor Commercial Space in Victoria Island,Victoria Island,commercial,rent,Commercial Space,,,admin-cw,4 months ago,https://cwlagos.com/property/ground-floor-commercial-space-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN200,000,000",1-Bedroom Apartment in Victoria Island,Victoria Island,Sale,sale,Apartment,1.0,1.0,admin-cw,4 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN120,000,000",4 Bedroom Penthouse in Victoria Island,Victoria Island,,rent,Penthouse,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-penthouse-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN6,000,000",54sqm Open Plan Office Space in Victoria Island,Victoria Island,commercial,rent,Commercial Space,,,admin-cw,3 months ago,https://cwlagos.com/property/54sqm-open-plan-office-space-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 Bedroom Apartment in Victoria Island,Victoria Island,Rent,rent,,,,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",2-Bedroom Apartment + Study | 5th Floor in Victoria Island,Victoria Island,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-study-5th-floor-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",7 Bedroom Fully Detached in Victoria Island,Victoria Island,Rent,rent,Detached,7.0,7.0,admin-cw,3 months ago,https://cwlagos.com/property/7-bedroom-fully-detached-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN400,000,000",2 Bedroom Apartment in Victoria Island,Victoria Island,Sale,rent,,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN23,000,000",3-Bedroom Apartment with BQ in Victoria Island,Victoria Island,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",250SQM Open-Plan Office Space in Victoria Island,Victoria Island,commercial,rent,Commercial Space,,,admin-cw,3 months ago,https://cwlagos.com/property/250sqm-open-plan-office-space-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,500,000",Premium Office Space in Victoria Island,Victoria Island,commercial,rent,Commercial Space,,,admin-cw,4 months ago,https://cwlagos.com/property/premium-office-space-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN270,000,000",4-Bedroom Terrace Duplex in Victoria Island,Victoria Island,Sale,sale,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",1-Bedroom Apartment in Victoria Island,Victoria Island,Rent,rent,Apartment,1.0,1.0,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",2-Bedroom Apartment in Oniru,Victoria Island,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN23,000,000",4-Bedroom Townhouse in Victoria Island,Victoria Island,Rent,rent,Town House,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-townhouse-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",4-Bedroom Terrace in Victoria Island,Victoria Island,Rent,rent,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",1-Bedroom Apartment in Victoria Island,Victoria Island,Rent,rent,Apartment,1.0,1.0,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,000,000,000",PRIME COMMERCIAL PROPERTY | VICTORIA ISLAND,Victoria Island,commercial,sale,Commercial Space,,,admin-cw,3 months ago,https://cwlagos.com/property/prime-commercial-property-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN7,000,000",Commercial Space Measuring 100sqm in Victoria Island,Victoria Island,commercial,,Commercial Space,,,admin-cw,4 months ago,https://cwlagos.com/property/commercial-space-measuring-100sqm-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"166,500,000",Open Plan Office Complex,"Victoria Island extension , Eti Osa, Lagos State, Nigeria",commercial,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/open-plan-office-complex/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000sqm per floor,,,,,,
"50,000,000",2-Bedroom Apartment with BQ,"Victoria Island,  Eti Osa, Lagos State,  Nigeria",Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-bq-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4,800,000,000",10-Unit Residential Building (3-Beds & 4-Bed Pents),"Victoria Island, Eti Osa, Lagos State,  Nigeria",Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/10-unit-residential-building-3-beds-4-bed-pents/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25,000,000",2-Bedroom Penthouse,"Victoria Island, Eti Osa, Lagos State,  Nigeria",Rent,rent,Penthouse,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-penthouse-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450,000,000",2-Bedroom Apartment,"Victoria Island, Eti Osa, Lagos State,  Nigeria",Sale,sale,Apartment,2.0,2.0,admin-cw,3 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-37/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100,000",Single-Storey Office Space,"Victoria Island, Eti Osa, Lagos State, 101241, Nigeria",commercial,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/single-storey-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,136.9,,,,,,
"12,500,000",2-Bedroom Apartment,"Victoria Island, Eti Osa, Lagos State, 101241, Nigeria",Rent,rent,Apartment,2.0,2.0,admin-cw,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000",5-Bedroom Fully Detached Home,"Victoria Island, Eti Osa, Lagos State, 101241, Nigeria",Rent,rent,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-home/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80,000,000",Commercial Space,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Jennifer Nwagbo,1 week ago,https://cwlagos.com/property/commercial-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"550,000",3-Bedroom Waterfront Apartment,"Victoria Island, Eti Osa, Lagos State, Nigeria",Short Stays,rent,Apartment,3.0,3.0,Jennifer Nwagbo,1 week ago,https://cwlagos.com/property/3-bedroom-waterfront-apartment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29,527,500",2-Bedroom Apartment,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-36/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,500,000,000",1000sqm Commercial Hospital Space,"Victoria Island, Eti Osa, Lagos State, Nigeria",Sale,sale,Commercial Space,,,Jennifer Nwagbo,3 months ago,https://cwlagos.com/property/1000sqm-commercial-hospital-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"500,000,000",Commercial Building with Multiple Office Spaces,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Jennifer Nwagbo,3 weeks ago,https://cwlagos.com/property/commercial-building-with-multiple-office-spaces/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"750,000,000",3-Bedroom Apartment with BQ,"Victoria Island, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-12/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450,000,000",Multi-Storey Residential Development,"Victoria Island, Eti Osa, Lagos State, Nigeria",Sale,sale,Detached,2.0,2.0,admin-cw,4 weeks ago,https://cwlagos.com/property/multi-storey-residential-development/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"320,000,000",4-Bedroom Apartment,"Victoria Island, Eti Osa, Lagos State, Nigeria",Sale,sale,,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-apartment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25,000,000",4-Bedroom Commercial Property,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/4-bedroom-commercial-property/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,000,000",3-Bedroom Apartment with BQ,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220,000,000",2 & 3-Bedroom Apartments,"Victoria Island, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,,,admin-cw,2 months ago,https://cwlagos.com/property/2-3-bedroom-apartments-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,500,000",3-Bedroom Apartment,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-18/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150,000",4-Floor Commercial Office Property with Penthouse,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/4-floor-commercial-office-property-with-penthouse/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450,000,000",2-Bedroom Apartment with BQ,"Victoria Island, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-bq-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250,000",18-Unit Residential Complex (2 & 3 Beds),"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,,,Jennifer Nwagbo,2 months ago,https://cwlagos.com/property/18-unit-residential-complex-2-3-beds/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26,000,000",Fitted Canteen/ Restaurant Space,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/fitted-canteen-restaurant-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20,000,000",Ground Floor Duplex Space for Commercial Use,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/ground-floor-duplex-space-for-commercial-use/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100,000",136sqm Office Spaces – Ground & First Floor,"Victoria Island, Eti Osa, Lagos State, Nigeria",commercial,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/136sqm-office-spaces-ground-first-floor/,,,,,,,,,,,,,,,,,,,,,,,,,,,136.45,,,,,,
"5,000,000",348sqm Commercial Office Space,"Victoria Island, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/348sqm-commercial-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,000,000",Ground Floor Shop Space,"Victoria Island, Eti Osa, Lagos State,Nigeria",Rent,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/ground-floor-shop-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,172sqm,,,,,,
"#500,000,000",Brand New 3 Bedroom Terraced Duplex with Rooftop & BQ,"Victoria Island, Lagos.",Sale,sale,Terraced,3.0,3.0,,9 months ago,https://cwlagos.com/property/brand-new-3-bedroom-terraced-duplex-with-rooftop-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#300,000,000",Fully Serviced Luxurious 2 Bed Apartment with Gym,"Victoria Island, Lagos.",Sale,sale,Apartment,2.0,2.0,,9 months ago,https://cwlagos.com/property/fully-serviced-luxurious-2-bed-apartment-with-gym/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"#10,000,000",Fully Serviced Furnished 2 Bedroom Apartment on the Ground floor,"Victoria Island, Lagos.",Rent,rent,Apartment,2.0,2.0,sophia Essien,9 months ago,https://cwlagos.com/property/fully-serviced-furnished-2-bedroom-apartment-on-the-ground-floor/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,,,,,True,,,,,,,
"#1,000,000,000",Luxurious 4 Bedroom Terrace with BQ,"Victoria Island, Lagos.",Sale,sale,Terraced,4.0,4.0,admin-cw,9 months ago,https://cwlagos.com/property/luxurious-4-bedroom-terrace-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#30,000,000",Unfurnished 5 Bedroom Terrace with a BQ,"Victoria Island, Lagos.",Rent,rent,Terraced,5.0,5.0,admin-cw,9 months ago,https://cwlagos.com/property/unfurnished-5-bedroom-terrace-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#12,000,000",Unfurnished Waterview 2 Bedroom Penthouse with 1 BQ,"Victoria Island, Lagos.",Rent,rent,Penthouse,2.0,2.0,admin-cw,9 months ago,https://cwlagos.com/property/unfurnished-waterview-2-bedroom-penthouse-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,True,True,,,
"$1,400,000",4 Bedroom Apartment with a BQ on 3rd floor,"Victoria Island, Lagos.",Sale,sale,Apartment,4.0,4.0,admin-cw,6 months ago,https://cwlagos.com/property/4-bedroom-apartment-with-a-bq-on-3rd-floor/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,
"#20,000,000",Self-Serviced 4 Bedroom Terrace with 3 Parking Space,"Victoria Island, Lagos.",Rent,rent,Commercial Space,4.0,4.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/self-serviced-4-bedroom-terrace-with-3-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,True,,,,,,,,,
"#2,400,000,000",Upscale 9 Bedroom Apartment + 2 BQ,"Victoria Island, Lagos.",Sale,sale,Apartment,9.0,9.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/upscale-9-bedroom-apartment-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,True,,,,,,,
"#240,000,000",Commercial Building with Ample Parking Space,"Victoria Island, Lagos.",Rent,rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/commercial-building-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,True,,True,,,,,,,
"#12,000,000",Magnificent 2- & 3-Bedroom Apartments with Swimming Pool,"Victoria Island, Lagos.",Rent,rent,Apartment,2.0,2.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/magnificent-2-3-bedroom-apartments-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#15,000,000",3 Bedroom Apartment with no BQ on 2nd floor,"Victoria Island, Lagos.",Rent,rent,Apartment,3.0,3.0,admin-cw,6 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-no-bq-on-2nd-floor/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#7,500,000,000","Fenced Bare plot on about 5,146sqm","Victoria Island, Lagos.",Sale,sale,,,,admin-cw,8 months ago,https://cwlagos.com/property/fenced-bare-plot-on-about-5146sqm/,True,,,,,True,,,,,,True,,,,,,,,,True,,,,,True,"5,146sqm",,,,,,
"#2,000,000,000","1,500sqm Land with 4 Bedroom Detached House with 2 Rooms BQ","Victoria Island, Lagos.",Sale,sale,Detached,4.0,4.0,admin-cw,8 months ago,https://cwlagos.com/property/1500sqm-land-with-4-bedroom-detached-house-with-2-rooms-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,,"1,500sqm",,,,,,
"#2,200,000,000","1,222sqm Property with a Commercial Structure Formerly being used as a Bank","Victoria Island, Lagos.",commercial,sale,Commercial Space,,,admin-cw,8 months ago,https://cwlagos.com/property/1222sqm-property-with-a-commercial-structure-formerly-being-used-as-a-bank/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,,True,,True,,,True,"1,222sqm",,,,,,
"#25,000,000",City-View Furnished 2 Bed Apartment on the 10th Floor,"Victoria Island, Lagos.",Rent,rent,Apartment,2.0,2.0,admin-cw,9 months ago,https://cwlagos.com/property/city-view-furnished-2-bed-apartment-on-the-10th-floor/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#150,000,000",Upscale 1- & 2-Bedroom Apartments in a Secure Estate,"Victoria Island, Lagos.",Sale,sale,Apartment,1.0,1.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/upscale-1-2-bedroom-apartments-in-a-secure-estate/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#300,000,000",Furnished/Unfurnished 2 Bedroom Apartment with City View,"Victoria Island, Lagos.",Sale,sale,Apartment,2.0,2.0,admin-cw,9 months ago,https://cwlagos.com/property/furnished-unfurnished-2-bedroom-apartment-with-city-view/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,,,True,True,True,,,
"#16,000,000",Brand New 4 Bedroom Apartment with a BQ,"Victoria Island, Lagos.",Rent,rent,Apartment,4.0,4.0,admin-cw,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-apartment-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#35,000,000",Luxurious 4 Bedroom Semi-Detached with a BQ,"Victoria Island, Lagos.",Rent,rent,Semi Detached,4.0,4.0,admin-cw,8 months ago,https://cwlagos.com/property/luxurious-4-bedroom-semi-detached-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,,,,
"#45,000,000",Luxurious Furnished 4 Bedroom Terrace with Cinema room and Spa,"Victoria Island, Lagos.",Rent,rent,Terraced,4.0,4.0,admin-cw,9 months ago,https://cwlagos.com/property/luxurious-furnished-4-bedroom-terrace-with-cinema-room-and-spa/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,True,,,,True,,,,
"#100,000",Commercial Space with Ample Parking Space,"Victoria Island, Lagos.",commercial,rent,Commercial Space,,,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/commercial-space-with-ample-parking-space-2/,True,True,True,True,,True,True,True,True,,,True,,True,True,True,,True,,True,True,,True,,,,,,,,True,,
"#110,000,000",A Massive Standard Fairly Used Supermarket,"Victoria Island, Lagos.",commercial,rent,Commercial Space,,,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/a-massive-standard-fairly-used-supermarket/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,True,,True,,,,,True,1600 sqm,,,,,,
"#2,400,000,000",Land Measuring 1222 sqm,"Victoria Island, Lagos.",Sale,sale,,,,Kemi Adeyinka,5 months ago,https://cwlagos.com/property/land-measuring-1222-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,1222 sqm,,,,,,
"$50,000",Luxury 2- & 3-Bedroom Penthouse with BQ,"Victoria Island, Lagos.",Rent,rent,Penthouse,2.0,2.0,admin-cw,5 months ago,https://cwlagos.com/property/luxury-2-3-bedroom-penthouse-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,,,,,
"#2,000,000,000",8 units of 3 Bedroom Block of Flats with BQ,"Victoria Island, Lagos.",Sale,sale,Apartment,3.0,3.0,admin-cw,5 months ago,https://cwlagos.com/property/8-units-of-3-bedroom-block-of-flats-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"$2,200,000",26 Suites Non-Functional Hotel with Swimming Pool,"Victoria Island, Lagos.",Sale,sale,Commercial Space,,,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/26-suites-non-functional-hotel-with-swimming-pool/,True,True,True,True,,True,True,,True,True,,True,,True,True,True,,True,,True,True,,True,,,,1706 sqm,,,,,,
"#850,000,000",Exclusive 4 Bedroom Penthouse Maisonette,"Victoria Island, Lagos.",Sale,sale,Maisonette,4.0,4.0,CW Real Estate,1 year ago,https://cwlagos.com/property/exclusive-4-bedroom-penthouse-maisonette/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,,,
"#900,000,000",Luxury 3 Bedroom Apartment with Swimming Pool,"Victoria Island, Lagos.",Sale,sale,Apartment,3.0,3.0,admin-cw,9 months ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-with-swimming-pool-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,True,True,True,,,
"#2,400,000,000","1,100sqm Property with Well Maintained 11 Bedroom Fully Detached House","Victoria Island, Lagos.",Sale,sale,Detached,11.0,11.0,Rose,8 months ago,https://cwlagos.com/property/1100sqm-property-with-well-maintained-11-bedroom-fully-detached-house/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,"1,100sqm",,,,,,
"#55,000,000",Spacious 6 Bedroom Commercial Building + 2 BQ,"Victoria Island, Lagos.",Rent,rent,Commercial Space,6.0,6.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/spacious-6-bedroom-commercial-building-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,True,,True,True,,,,,True,,,,,,,
