price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"#200,000,000",32 units of 4 Bedroom Terraced Duplex with 1 BQ,"Ikate, Lekki, Lagos.",For Sale,Available for sale,Terraced,4,4,admin-cw,7 months ago,https://cwlagos.com/property/32-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#300,000,000",4 units of 4 Bedroom Terraced Duplex with 1 BQ,"Ikate Elegushi, Lekki, Lagos.",For Sale,Available for sale,Terraced,4,4,admin-cw,7 months ago,https://cwlagos.com/property/4-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#650,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-5/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,True,,,,
"#700,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-4/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,,,
"#650,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,,,,True,,,,
"#650,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#185,000,000",Newly Built 2 Bedroom Apartment,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,2,2,admin-cw,7 months ago,https://cwlagos.com/property/newly-built-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,True,,,,
"#250,000,000","Newly Built, Furnished 2 Bedroom Apartment","Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,2,2,admin-cw,7 months ago,https://cwlagos.com/property/newly-built-furnished-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,,,,,,,,,
"#2,350,000,000","Prime 3,120sqm Bareland","Ikate-Elegushi, Lekki, Lagos.",For Sale,Available for sale,,,,Rose,7 months ago,https://cwlagos.com/property/prime-3120sqm-bareland/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"3,120 sqm",,,,,,
"#650,000 per sqm","892sqm, 773sqm & 1026sqm Plots of Land","Lekki, Lagos.",For Sale,Available for sale,,,,Rose,7 months ago,https://cwlagos.com/property/892sqm-773sqm-1026sqm-plots-of-land/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"892, 773 & 1026sqm",,,,,,
"#2,000,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"$2,200,000",6 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,6,6,admin-cw,7 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,True,,,,
"#2,500,000,000",4 Storey Commercial Building,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for sale,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/4-storey-commercial-building/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,True,,True,True,,True,,,,700sqm,,,,,,
"#500,000",7 sqm Commercial Space,"Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/7-sqm-commercial-space/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,,True,,,,,,7sqm,,,,,,
"NGN800,000,000#800,000,000",3 Bedroom Fully Detached Loft,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Detached,3,3,Rose,7 months ago,https://cwlagos.com/property/3-bedroom-fully-detached-loft/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,True,,True,,,,,,,
"#180,000,000",2 Bedroom Apartment with En-Suite BQ,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,2,2,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-en-suite-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#15,000,000",5 Bedroom Fully Detached Duplex with a BQ,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Detached,5,5,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#15,000,000",Newly Built 3 Bedroom Apartment on 3rd Floor,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Apartment,3,3,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/newly-built-3-bedroom-apartment-on-3rd-floor/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#350,000,000",5 Bedroom Duplex with a BQ sitting on 380sqm,"Osapa, Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-duplex-with-a-bq-sitting-on-380sqm/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,True,,
"#35,000,000",5 Bedroom Commercial Space with 2 BQ,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,5,5,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/5-bedroom-commercial-space-with-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,,,,,,,,
"#19,000,000",160sqm Office Space,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/160sqm-office-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,160sqm,,,,,,
"#7,000,000",90sqm Penthouse Office Space,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/90sqm-penthouse-office-space/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,True,,True,True,,True,,,,90 sqm,,,,,,
"#40,000,000",Commercial Building on 3 Floors,"Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/commercial-building-on-3-floors/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,,,,,,,
"#25,000,000",3 Bedroom Maisonette plus BQ,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Maisonette,3,3,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/3-bedroom-maisonette-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#500,000,000",3 Bedroom Penthouse with BQ,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Penthouse,3,3,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/3-bedroom-penthouse-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"#220,000,000",6 units of 2 Bedroom Apartment,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,2,2,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/6-units-of-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,True,,,,,,,
"#350,000,000",4 Bedroom Terrace,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Terraced,4,4,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/4-bedroom-terrace/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#7,500,000",1 & 2 Bedroom Apartment,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Apartment,1,1,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/1-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#15,000,000",Serviced 2 & 3 Bedroom Flats,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Apartment,2,2,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/serviced-2-3-bedroom-flats/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,True,True,True,,,,,,,,,True,,,
"650,000,000",4-Bedroom Semi-Detached House,Ikate,For Sale,Available for sale,Semi Detached,,,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-house/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#35,000,000",2 units of 5 Bedroom Semi-Detached Duplex,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Semi Detached,5,5,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/2-units-of-5-bedroom-semi-detached-duplex/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,True,True,,True,True,,,,,True,,,,,,,
"430,000,000",5-Bedroom Detached Duplex,Lekki county homes,For Sale,Available for sale,Detached,5,5,Peter Ogunremi,7 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#10,000,000",50 sqm on the First Floor with Armed Security/Guards,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/50-sqm-on-the-first-floor/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,True,True,,,,,,50 sqm,,,,,,
"300,000",Luxurious 4-Bedroom Waterfront Duplex,Lekki phase 1,Short Stays,,,4,3,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/luxurious-4-bedroom-waterfront-duplex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#680,000,000",Land Measuring 800 sqm (Middle Plot) & 800 sqm (Corner piece Plot),"Lekki, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-800-sqm-middle-plot-800-sqm-corner-piece-plot/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,800 sqm,,,,,,
"#450,000,000",5 Bedroom Terrace with BQ,"Ilasan, Lekki, Lagos.",For Sale,Available for sale,Terraced,5,5,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/5-bedroom-terrace-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,,,,
"#400,000,000","Brand New, Luxury 4 Bedroom Terraced Fourplexes on 3 Floors","Ikate-Elegushi, Lekki, Lagos.",For Sale,Available for sale,Terraced,4,4,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/brand-new-luxury-4-bedroom-terraced-fourplexes-on-3-floors/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#180,000,000",Brand New 2 Bedroom Apartment with BQ,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,2,2,Ngonadi Uzoma,8 months ago,https://cwlagos.com/property/brand-new-2-bedroom-apartment-with-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#25,000,000",Standard 3 Bedroom Apartment Occupying the Entire Ground Floor,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Apartment,3,3,Ngonadi Uzoma,8 months ago,https://cwlagos.com/property/standard-3-bedroom-apartment-occupying-the-entire-ground-floor/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,,True,,,,,,,,,,,,
"N950,000,000",Land Measuring 1015 sqm in a Strategic Location,"Lekki, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-1015-sqm-in-a-strategic-location/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,1015 sqm,,,,,,
"#780,000,000",Land Measuring 800 sqm in a Strategic Location,"Lekki, Lagos.",Land,Available for sale,,,,admin-cw,8 months ago,https://cwlagos.com/property/land-measuring-800-sqm-in-a-strategic-location/,True,,,,,True,True,,,,,True,,,,,,,,,,,,,,,800 sqm,,,,,,
"#230,000,000",Brand New 4 Bedroom Terrace with Allocated Parking Space,"Ilasan, Lekki, Lagos.",For Sale,Available for sale,Terraced,4,4,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terrace-with-allocated-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#800,000,000",600 sqm Land with an Existing Supermarket Mall,"Osapa London, Lekki, Lagos.",For Sale,Available for sale,Commercial Space,,,Rose,8 months ago,https://cwlagos.com/property/600-sqm-land-with-an-existing-supermarket-mall/,True,True,True,,,True,True,,True,,,True,,,,,,,,,True,,,,,,600 SQM,,,,,,
"#30,000,000",Upscale 6 Bedroom Detached with 1 Room BQ and a Security Post,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Detached,6,6,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/upscale-6-bedroom-detached-with-1-room-bq-and-a-security-post/,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,,,True,True,,,,,,,,,,True,,
"#15,000,000",2 units Vacant 5 Bedroom Terraced House in a Secure Neighborhood,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,5,5,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/2-units-vacant-5-bedroom-terraced-house-in-a-secure-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,,,,,,,,
"#25,000,000",Self-Serviced 5 Bedroom Detached House plus BQ,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,5,5,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/self-serviced-5-bedroom-detached-house-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#30,000,000",Furnished 3 Bedroom Apartment with Excellent Features,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Apartment,3,3,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/furnished-3-bedroom-apartment-with-excellent-features/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,,,,,,,,,,
"#15,000,000",Spacious 4 Bedroom Semi-Detached House with 1 Room BQ,"Lekki Right, Lekki, Lagos.",For Rent,Available for rent,Semi Detached,4,4,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/spacious-4-bedroom-semi-detached-house-with-1-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"#30,000,000",Self-Serviced 6 Bedroom Detached Duplex with BQ,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Detached,6,6,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/self-serviced-6-bedroom-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#25,000,000",Serviced 4 Bedroom Terraced Duplex with BQ,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Terraced,4,4,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/serviced-4-bedroom-terraced-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#900,000,000",Contemporary 4 Bed Fully Detached plus BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,4,4,Peter Ogunremi,8 months ago,https://cwlagos.com/property/contemporary-4-bed-fully-detached-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"#1,000,000,000",6 Plots Corner Piece Land Directly Facing Lekki-Epe Express,"Lekki, Lagos.",For Sale,Available for sale,,,,Rose,8 months ago,https://cwlagos.com/property/6-plots-corner-piece-land-directly-facing-lekki-epe-express/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,6 Plots,,,,,,
"#60,000,000",6 Plots of Land Facing Express beside Dangote Refinery,"Lekki, Lagos.",For Sale,Available for sale,,,,Rose,8 months ago,https://cwlagos.com/property/6-plots-of-land-facing-express-beside-dangote-refinery/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,6 Plots,,,,,,
"#2,800,000,000","2,343sqm Bare Dry Land with 1,419sqm Setback","Ikate, Lekki, Lagos.",For Sale,Available for sale,,,,Rose,8 months ago,https://cwlagos.com/property/2343sqm-bare-dry-land-with-1419sqm-setback/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"2,343 sqm",,,,,,
"#170,000,000",1200 sqm of Land,"Ikota, Lekki, Lagos.",For Sale,Available for sale,,,,admin-cw,8 months ago,https://cwlagos.com/property/1200-sqm-of-land/,True,,,,,True,True,,,,,True,,,,,,,,True,True,,,,,True,1200sqm,,,,,,
"#430,000,000",Fully Smart 5 Bedroom Fully Detached Duplex with BQ,"Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,Peter Ogunremi,8 months ago,https://cwlagos.com/property/fully-smart-5-bedroom-fully-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
"#285,000,000",Lovely 4 Bedroom Terraced Duplex with BQ,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Terraced,4,4,admin-cw,8 months ago,https://cwlagos.com/property/lovely-4-bedroom-terraced-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,True,,,,
"#310,000,000","Brand New 5 Bedroom Fully Detached Duplex with Pool, Cinema & BQ","Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,Peter Ogunremi,9 months ago,https://cwlagos.com/property/brand-new-5-bedroom-fully-detached-duplex-with-pool-cinema-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#300,000,000",Contemporary 4 Bedroom Semi-Detached Duplex with BQ,"Ikate, Lekki, Lagos.",For Sale,Available for sale,Semi Detached,4,4,Peter Ogunremi,9 months ago,https://cwlagos.com/property/contemporary-4-bedroom-semi-detached-duplex-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"NGN300,000,000#300,000,000",Functional 4 Bedroom Semi-Detached Duplex with Car park (2 Cars),"Osapa London, Lekki, Lagos.",For Sale,Available for sale,Semi Detached,4,4,Peter Ogunremi,9 months ago,https://cwlagos.com/property/functional-4-bedroom-semi-detached-duplex-with-car-park-2-cars/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"#65,000,000",Brand New 5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Detached,5,5,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/brand-new-5-bedroom-fully-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#25,000,000",Brand New 4 Bedroom Terraced Duplex with Ample Parking Space,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Terraced,4,4,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terraced-duplex-with-ample-parking-space-4/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#15,000,000",Brand New 3 Bedroom Penthouse with Ample Parking Space,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Penthouse,3,3,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/brand-new-3-bedroom-penthouse-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#20,000,000",Brand New 4 Bedroom En-Suite Service Terraced Duplex with BQ,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Terraced,4,4,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-en-suite-service-terraced-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#20,000,000",Fully Furnished 2 Bedroom Flat with State-of-the-Art Facilities,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Apartment,2,2,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/fully-furnished-2-bedroom-flat-with-state-of-the-art-facilities/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,,,True,True,,,True,,,,,,,,,
"#2,200,000,000",Completed 8 nos 3 Bedroom Flats with 2 nos 3 Bedroom Penthouse,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,3,3,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/completed-8-nos-3-bedroom-flats-with-2-nos-3-bedroom-penthouse/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#2,200,000,000",4 Nos 5 Bedroom Terraces with a BQ Each,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Terraced,5,5,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/4-nos-5-bedroom-terraces-with-a-bq-each/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,True,,,,,,,
"#85,000",323sqm Commercial Property with 24 Hours Security,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/323sqm-commercial-property-with-24-hours-security/,,,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,,323sqm,,,,,,
"#8,500,000",Front Facing Shop in a Secured Neighborhood,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/front-facing-shop-in-a-secured-neighborhood/,True,True,True,True,,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,,
Call for Price,Furnished 2 Bedroom Apartment with Top-Quality Interiors,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Apartment,2,2,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/furnished-2-bedroom-apartment-with-top-quality-interiors-2/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,,,,,True,,,,,,,
"#9,000,000",42sqm Shop Space in a Secure Environment,"Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/42sqm-shop-space-in-a-secure-environment/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,True,42sqm,,,,,,
"#35,000,000",Self-Serviced 5 Bedroom Semi-Detached Duplex with Ample Parking Space,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,5,5,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/self-serviced-5-bedroom-semi-detached-duplex-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,,,,True,,,,,,,
"#10,000,000",50sqm Shop in a Strategic Environment,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/50sqm-shop-in-a-strategic-environment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,,True,,,,50sqm,,,,,,
"#10,000,000",Commercial Shop Space in a Serene Environment,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/commercial-shop-space-in-a-serene-environment/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,,,,,,,
"#14,000,000",47sqm Front Facing Shop in a Secure Estate,"Lekki Phase 1, Lekki, Lagos.",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/47sqm-front-facing-shop-in-a-secure-estate/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,47sqm,,,,,,
"#390,000,000",Brand New 4 Bedroom Semi-Detached Duplex plus 3 BQs,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Semi Detached,4,4,admin-cw,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-semi-detached-duplex-plus-3-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,True,,,,
"#6,000,000",48sqm Shop Space with a Private Toilet,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/48sqm-shop-space-with-a-private-toilet/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,48sqm,,,,,,
"#5,000,000",80sqm Salon Space with a Toilet,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Commercial Space,,1,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/80sqm-salon-space-with-a-toilet/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,,,,,,,,
"#25,000,000",New 4 Bedroom Maisonette with BQ,"Lekki, Lagos.",For Rent,Available for rent,Maisonette,4,4,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/new-4-bedroom-maisonette-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#55,000,000",Newly Built Luxury 5 Bedroom Detached Home in a Prime Estate,"Lekki Phase 1, Lekki, Lagos.",For Rent,Available for rent,Detached,5,5,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/newly-built-luxury-5-bedroom-detached-home-in-a-prime-estate/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
